languageCode,code,bookOsisId,bookSblId,bookOrderIndex,chapterOsisId,chapterSblId,chapterOrderIndex,verseOsisId,verseSblId,verseOrderIndex,text
zh,RCUVT,Isa,Isa,22,Isa.1,Isa 1,0,Isa.1.1,Isa 1:1,0,當 烏西雅 、 約坦 、 亞哈斯 、 希西家 作 猶大 王的時候， 亞摩斯 的兒子 以賽亞 見異象，論到 猶大 和 耶路撒冷 。
zh,RCUVT,Isa,Isa,22,Isa.1,Isa 1,0,Isa.1.2,Isa 1:2,1,天哪，要聽！地啊，側耳而聽！ 因為耶和華說： 「我養育兒女，將他們養大， 他們竟悖逆我。
zh,RCUVT,Isa,Isa,22,Isa.1,Isa 1,0,Isa.1.3,Isa 1:3,2,牛認識主人， 驢認識主人的槽； 以色列 卻不認識， 我的民卻不明白。」
zh,RCUVT,Isa,Isa,22,Isa.1,Isa 1,0,Isa.1.4,Isa 1:4,3,禍哉！犯罪的國民， 擔著罪孽的百姓， 行惡的族類， 敗壞的兒女！ 他們離棄耶和華， 藐視 以色列 的聖者， 背向他，與他疏遠。
zh,RCUVT,Isa,Isa,22,Isa.1,Isa 1,0,Isa.1.5,Isa 1:5,4,你們為甚麼屢次悖逆，繼續受責打呢？ 你們已經滿頭疼痛， 全心發昏；
zh,RCUVT,Isa,Isa,22,Isa.1,Isa 1,0,Isa.1.6,Isa 1:6,5,從腳掌到頭頂， 沒有一處是完好的， 盡是創傷、瘀青，與流血的傷口， 未曾擠淨，未曾包紮， 也沒有用膏滋潤。
zh,RCUVT,Isa,Isa,22,Isa.1,Isa 1,0,Isa.1.7,Isa 1:7,6,你們的土地荒蕪， 城鎮被火燒燬； 你們的田地在你們眼前被陌生人侵吞， 既被陌生人傾覆，就成為荒蕪 。
zh,RCUVT,Isa,Isa,22,Isa.1,Isa 1,0,Isa.1.8,Isa 1:8,7,僅存的 錫安 ， 好似葡萄園的草棚， 如瓜田中的茅屋， 又如被圍困的城。
zh,RCUVT,Isa,Isa,22,Isa.1,Isa 1,0,Isa.1.9,Isa 1:9,8,若不是萬軍之耶和華為我們留下一些倖存者， 我們早已變成 所多瑪 ，像 蛾摩拉 一樣了。
zh,RCUVT,Isa,Isa,22,Isa.1,Isa 1,0,Isa.1.10,Isa 1:10,9,所多瑪 的官長啊， 你們要聽耶和華的言語！ 蛾摩拉 的百姓啊， 要側耳聽我們上帝的教誨！
zh,RCUVT,Isa,Isa,22,Isa.1,Isa 1,0,Isa.1.11,Isa 1:11,10,耶和華說： 「你們許多的祭物於我何益呢？ 公綿羊的燔祭和肥畜的油脂， 我已經膩煩了； 公牛、羔羊、公山羊的血， 我都不喜悅。
zh,RCUVT,Isa,Isa,22,Isa.1,Isa 1,0,Isa.1.12,Isa 1:12,11,「你們來朝見我， 誰向你們的手要求這些， 使你們踐踏我的院宇呢？
zh,RCUVT,Isa,Isa,22,Isa.1,Isa 1,0,Isa.1.13,Isa 1:13,12,不要再獻無謂的供物了， 香是我所憎惡的。 我不能容忍行惡又守嚴肅會： 初一、安息日和召集的大會。
zh,RCUVT,Isa,Isa,22,Isa.1,Isa 1,0,Isa.1.14,Isa 1:14,13,你們的初一和節期，我心裏恨惡， 它們成了我的重擔， 擔當這些，令我厭煩。
zh,RCUVT,Isa,Isa,22,Isa.1,Isa 1,0,Isa.1.15,Isa 1:15,14,你們舉手禱告，我必遮眼不看， 就算你們多多祈禱，我也不聽； 你們的手沾滿了血。
zh,RCUVT,Isa,Isa,22,Isa.1,Isa 1,0,Isa.1.16,Isa 1:16,15,你們要洗滌、自潔， 從我眼前除掉惡行； 要停止作惡，
zh,RCUVT,Isa,Isa,22,Isa.1,Isa 1,0,Isa.1.17,Isa 1:17,16,學習行善， 尋求公平， 幫助受欺壓的 ， 替孤兒伸冤， 為寡婦辯護。」
zh,RCUVT,Isa,Isa,22,Isa.1,Isa 1,0,Isa.1.18,Isa 1:18,17,耶和華說： 「來吧，我們彼此辯論。 你們的罪雖像硃紅，必變成雪白； 雖紅如丹顏，必白如羊毛。
zh,RCUVT,Isa,Isa,22,Isa.1,Isa 1,0,Isa.1.19,Isa 1:19,18,你們若甘心聽從， 必吃地上的美物；
zh,RCUVT,Isa,Isa,22,Isa.1,Isa 1,0,Isa.1.20,Isa 1:20,19,若不聽從，反倒悖逆， 必被刀劍吞滅； 這是耶和華親口說的。」
zh,RCUVT,Isa,Isa,22,Isa.1,Isa 1,0,Isa.1.21,Isa 1:21,20,忠信的城竟然變為妓女！ 從前充滿了公平， 公義居在其中， 現今卻有兇手居住。
zh,RCUVT,Isa,Isa,22,Isa.1,Isa 1,0,Isa.1.22,Isa 1:22,21,你的銀子變為渣滓， 你的酒用水沖淡。
zh,RCUVT,Isa,Isa,22,Isa.1,Isa 1,0,Isa.1.23,Isa 1:23,22,你的官長悖逆， 與盜賊為伍， 全都喜愛賄賂， 追求贓物； 他們不為孤兒伸冤， 寡婦的案件也呈不到他們面前。
zh,RCUVT,Isa,Isa,22,Isa.1,Isa 1,0,Isa.1.24,Isa 1:24,23,因此，主－萬軍之耶和華、 以色列 的大能者說： 「唉！我要向我的對頭雪恨， 向我的敵人報仇。
zh,RCUVT,Isa,Isa,22,Isa.1,Isa 1,0,Isa.1.25,Isa 1:25,24,我必反手對付你， 如鹼煉淨你的渣滓， 除盡你的雜質。
zh,RCUVT,Isa,Isa,22,Isa.1,Isa 1,0,Isa.1.26,Isa 1:26,25,我必回復你的審判官，像起初一樣， 回復你的謀士，如起先一般。 然後，你必稱為公義之城， 忠信之邑。」
zh,RCUVT,Isa,Isa,22,Isa.1,Isa 1,0,Isa.1.27,Isa 1:27,26,錫安 必因公平得蒙救贖， 其中歸正的人必因公義得蒙救贖。
zh,RCUVT,Isa,Isa,22,Isa.1,Isa 1,0,Isa.1.28,Isa 1:28,27,但悖逆的和犯罪的必一同敗亡， 離棄耶和華的必致消滅。
zh,RCUVT,Isa,Isa,22,Isa.1,Isa 1,0,Isa.1.29,Isa 1:29,28,那等人必因所喜愛的聖樹抱愧； 你們必因所選擇的園子 蒙羞，
